SMILES,CHANNEL_OUTCOME,assay_type
Cc1cc(O)c(O)cc1,agonist,Liver
OCCOCCOC,inactive,Liver
CN(SN(C)C(=O)O\N=C(/C)SC)C(=O)O\N=C(/C)SC,antagonist,Liver
Nc2ccccc2Nc1ccccc1,inactive,Liver
OC(=O)CCSCCC(O)=O,inactive,Liver
OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C,antagonist,Liver
NS(=O)(=O)OC[C@]23OC[C@H]1OC(C)(C)O[C@H]1[C@@H]3OC(C)(C)O2,inactive,Liver
O=S(=O)(N(C)C)c1ccc(OP(=S)(OC)OC)cc1,inactive,Liver
Cl.C[C@@H](NC)CC(c1ccccc1)(c2ccccc2)[C@@H](OC(C)=O)CC,antagonist,Liver
O=[N+]([O-])C(CC)(CO)CO,agonist,Liver
COC(=O)c1ccccc1C(=O)O,inactive,Liver
Brc1ccc(cc1)c2ccc(cc2)C(O)CC(C3=C(O)c4ccccc4OC3=O)c5ccccc5,antagonist,Liver
Nc1cc(ccc1OC)NC(C)=O,agonist,Liver
ClC(Cl)(Cl)C(O)NC(=O)NC(O)C(Cl)(Cl)Cl,inactive,Liver
CCN3CCCC3CNC(=O)C(O)(c1ccccc1)c2ccccc2,inactive,Liver
CC=2NC(C)=C(C(C=2C(=O)OCCN(C)Cc1ccccc1)c3cccc(c3)[N+]([O-])=O)C(=O)OC,antagonist,Liver
S=C1N=CC=CN1,inactive,Liver
O=C(c1ccccc1)C(C)(C)O,inactive,Liver
[Na+].O.O=C([O-])[C@@H]3N4C(=O)[C@@H](NC(=O)c1c2ccccc2ccc1OCC)[C@H]4SC3(C)C,agonist,Liver
[Cl-].Cl.Oc7ccc1cc7Oc5cc6[C@H](Cc4ccc(Oc2c3[C@@H](C1)[N+](C)(C)CCc3cc(OC)c2O)cc4)N(C)CCc6cc5OC,inactive,Liver
O=C(NCC(=O)O)c1ccc(N)cc1,inactive,Liver
O=C(O)/C=C\C(=O)O.CN1CC\C(CC1)=C2/c4ccccc4Sc3ccccc23,antagonist,Liver
Cl.CC(C)(COC(=O)c1ccccc1)NCCC,inactive,Liver
OCCCC1CCCCC1,inactive,Liver
OCCN(CCC#N)CCO,inactive,Liver
CC2=CN(c1ccccc1)C(=O)C=C2,inactive,Liver
O=C(NC)N(c1ccccc1)c2ccccc2,inactive,Liver
CSc1nc(NCC)nc(NCC)n1,inactive,Liver
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(=O)OCC,agonist,Liver
CCC(CC)Nc1cc(C)c(C)cc1,agonist,Liver
Clc2ccc3nsnc3c2NC1=NCCN1,inactive,Liver
Cl.N#Cc1ccc(cc1)C3CCCc2cncn23,inactive,Liver
ClCC(Cl)(Cl)Cl,inactive,Liver
ClP(=O)(Oc1ccccc1)Oc2ccccc2,inactive,Liver
Cc1ccc(cc1N)C(N)=O,inactive,Liver
O=C(N)C=1CCC(=O)N(C)N=1,inactive,Liver
O=C(OCCCCCCCCCC)c1ccccc1C(=O)OCCCCCCCCCC,inactive,Liver
CCCCCCCCCC#N,inactive,Liver
O=C(O)[C@H]1CC[C@@](C#N)(CC1)c2ccc3c(c2)n(nc3CC)C4CCCCC4,inactive,Liver
Nc1ccccc1N,inactive,Liver
[Na+].[O-]C(=O)CCCc1ccccc1,antagonist,Liver
O=C(OCC)c1cnc2cc(OCC)c(cc2c1O)OCCCCCCCCCC,inactive,Liver
CN(C)CCN(C)CCO,inactive,Liver
Cl.CN4CC[C@H](c3c(O)cc(O)c1c3OC(=CC1=O)c2ccccc2Cl)[C@H](O)C4,agonist,Liver
[O-][N+](=O)c1ccc2CCc3cccc1c23,inactive,Liver
CC12O[C@H]4O[C@H](OCC)[C@H](C)[C@@H]3CC[C@@H](C)[C@H](CC1)[C@@]34OO2,inactive,Liver
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,agonist,Liver
O=C(NC1CCCCC1)N(CCCl)N=O,inactive,Liver
CN1CCN(CC1)C(=O)O[C@H]4c2nccnc2C(=O)N4c3ccc(Cl)cn3,inactive,Liver
CC(C)(C)OO,inactive,Liver
C[N+]1(CCC)CCCC1.FC(F)(F)S([O-])(=O)=O,inactive,Liver
Nc1cc(N)c(C)cc1,inactive,Liver
NC1CCCCC1N,inactive,Liver
OCC(O)CCl,inactive,Liver
O=S(=O)(O)O.N[C@@H]3[C@@H](O)[C@H](O)[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N,inactive,Liver
Cc2cccc(Nc1cc(Cl)nc(SCC(=O)O)n1)c2C,inactive,Liver
C[N+]1(CC)CCCC1.FC(F)(F)S([O-])(=O)=O,inactive,Liver
O=C(CN1CCNCC1)NC2CCCCC2,inactive,Liver
O=C(C(c1ccccc1)c2ccccc2)N(C)C,inactive,Liver
O=[N+]([O-])c1cc(ccc1O)[As](O)(O)=O,inactive,Liver
CC2(C)COP(Oc1ccccc1)OC2,inactive,Liver
NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,inactive,Liver
CC(CC)CCC,inactive,Liver
Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H]1Cl,agonist,Liver
C[C@]32CC[C@@](C[C@@H]2OCc1ccccc1C)(O3)C(C)C,inactive,Liver
O=[SeH2]=O,antagonist,Liver
CCC(C)(O)CC\C=C(\C)C,inactive,Liver
O=C(OCCN(CC)CC)C(=C)C,inactive,Liver
CC(C)C2OCCN2CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,inactive,Liver
O=C(CCC(=O)OCCCC)OCCCC,agonist,Liver
CS(=O)(=O)OC,inactive,Liver
[Cl-].C[n+]1ccn(CCCCCCCCCCCC)c1,antagonist,Liver
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)SC2,inactive,Liver
OCc1cccnc1,inactive,Liver
Cl\C=C\Cl,inactive,Liver
O=C3NC=Nc2c3ncn2[C@H]1CC[C@@H](CO)O1,inactive,Liver
C=CC(=O)OCCC#N,antagonist,Liver
O=S(=O)(O)O,inactive,Liver
O=C(OCC)c3ncn2c3CN(C)C(=O)c1c(I)cccc12,inactive,Liver
Br[Sn](CC)(CC)CC,antagonist,Liver
Cl.Nc1c3ccccc3nc2CCCCc12,inactive,Liver
O=C(OC)\C(=N\OC)c2ccccc2COc1ccccc1C,inactive,Liver
CC(C)(C)c2cc(SC(C)(C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)cc(c2O)C(C)(C)C,inactive,Liver
Cc1ccc(Br)cc1,inactive,Liver
OCCOCCOCCOCCCC,inactive,Liver
Oc1ccc(O)cc1,inactive,Liver
Ic1cc(C[C@H](N)C(=O)O)cc(I)c1O,inactive,Liver
O=C(O)C(O)(CC(=O)O)CC(=O)O.CCN(CCOc1ccc(cc1)C(c2ccccc2)=C(Cl)c3ccccc3)CC,antagonist,Liver
O=CNc1ccc(C)cc1C,inactive,Liver
O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CCCl)c3ccccc3,antagonist,Liver
O=C1CCC(CCCCCCCC)O1,inactive,Liver
O=C(Nc1cnccn1)[C@H](C[C@@H]2CC(=O)CC2)c3ccc(c(Cl)c3)S(C)(=O)=O,inactive,Liver
O=C(CCCC(=O)OC)OC,inactive,Liver
Cl.Cl.CCN1CCc2oc(N)nc2CC1,inactive,Liver
CC(=O)CC(C)(C)C1CCCCC1,inactive,Liver
Oc1c(cc(cc1OC)CC=C)C(=O)NCCO,inactive,Liver
CC(C)CCCC(C)N,inactive,Liver
Cc1cccc(C)n1,inactive,Liver
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,inactive,Liver
OCC4=C[C@H](N[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1C)O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]4O,inactive,Liver
CC1(C)CCC=C(C)C1/C=C/C(=O)CC,agonist,Liver
CCC(=O)OCC=Cc1ccccc1,inactive,Liver
O=C(c1ccccc1O)c2ccccc2O,antagonist,Liver
Cn2cc(c1ccccc12)C=3C(=O)NC(=O)C=3c7cn(C5CCN(Cc4ncccc4)CC5)c6ccccc67,antagonist,Liver
CO\N=C(\c1ccco1)C(=O)N[C@@H]3C(=O)N2C(=C(COC(N)=O)CS[C@@H]23)C(=O)O,inactive,Liver
Cl.Clc1ccc(NC(=N)NC(=N)NC(C)C)cc1,agonist,Liver
C1CCCS1,inactive,Liver
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,inactive,Liver
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)CCC(=O)NN,agonist,Liver
Cc1cc(N)no1,inactive,Liver
O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2,inactive,Liver
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,inactive,Liver
CCCCCCCCCCCCCCCCCl,inactive,Liver
NC(=O)OCC(COC(N)=O)c1ccccc1,agonist,Liver
FC(F)(F)c1cc(ccc1Cl)NC(=O)Nc2ccc(Cl)cc2,antagonist,Liver
CN(c1ccccc1)C(=O)C3=C(O)c2ccccc2N(C)C3=O,inactive,Liver
Fc1ccc(cc1)C(=O)CCCN2CC=C(CC2)N3c4ccccc4NC3=O,antagonist,Liver
[O-][N+](=O)c2oc(/C=N/N1CCOC1=O)cc2,antagonist,Liver
CC(S)C(C)S,inactive,Liver
O=C1CCCC1CCCCCCC,inactive,Liver
CC(=O)CCC(C)=O,inactive,Liver
OCC(=O)[C@@]3(O)[C@H](O)C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@@]4(F)[C@@H](O)C[C@@]23C,antagonist,Liver
Cc1cccc2sc3nncn3c12,agonist,Liver
O=C(Cc1ccccc1)N(C)[C@H]2CC[C@]4(C[C@@H]2N3CCCC3)CCCO4,inactive,Liver
CC(C)(C)c1ccc(C)cc1O,antagonist,Liver
CCCCCCCCCCl,inactive,Liver
O=C(O)CCCCCCCCCCCC,inactive,Liver
O=C(C)Nc1ccc(cc1)C(=O)CCl,antagonist,Liver
[Co+2].[O-]C(C)=O.[O-]C(C)=O,inactive,Liver
CC=2CN(/N=C/c1cccnc1)C(=O)NN=2,inactive,Liver
Br.NC(=O)C(c1ccccc1)(c2ccccc2)[C@@H]3CCN(C3)CCc4cc5CCOc5cc4,agonist,Liver
Br.CN1C=CN(CCCCCCCC)C1,antagonist,Liver
O=[As]c1ccccc1,antagonist,Liver
Clc1cc(C)c(OCC(=O)OCC(CC)CCCC)cc1,inactive,Liver
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,inactive,Liver
CC=1CCCC(C)(C)C=1CCC(C)=O,agonist,Liver
Clc1ccc(c(Cl)c1)C3(Cn2ncnc2)OCC(CC)O3,agonist,Liver
CC(C)(C)c1ccccc1O,agonist,Liver
O=C(NCCCC(=O)O)C(C)(C)C,inactive,Liver
[Na+].O=C1NC(=O)NC=2[N-]C(=O)NC1=2,inactive,Liver
COc1ccc(NC(=O)CC(C)=O)cc1,inactive,Liver
CC(C)CCC(C)(CC)C(=O)O,inactive,Liver
O=C(CCCCCCCCCCCCCCCCC)OCC(CCCC)CC,inactive,Liver
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O)c2cnccn2,antagonist,Liver
Oc1ccccc1CCCCCCCCCCCC,antagonist,Liver
Cl.O=C(OCC)NNc2nncc1ccccc12,inactive,Liver
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,inactive,Liver
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,inactive,Liver
OC(=O)[C@@H]2N3C(=O)[C@@H](/N=C/N1CCCCCC1)[C@H]3SC2(C)C,inactive,Liver
[O-][N+](=O)O.Clc1ccc(cc1)CCC(Sc2c(Cl)cccc2Cl)Cn3ccnc3,antagonist,Liver
COc1nc(NCC)nc(NC(C)C)n1,inactive,Liver
Brc2c(Oc1c(Br)c(Br)c(Br)c(Br)c1Br)c(Br)c(Br)c(Br)c2Br,inactive,Liver
Clc1cc(ccc1OP(=S)(OC)OC)[N+]([O-])=O,inactive,Liver
O=C(OC)N(OC)c3ccccc3COc1ccn(n1)c2ccc(Cl)cc2,antagonist,Liver
O.O.Oc3ccc(C=2Oc1cc(O)cc(O)c1C(=O)C=2O)c(O)c3,antagonist,Liver
ClC(F)(F)C(Cl)(Cl)F,inactive,Liver
O=C(O)/C=C\C(=O)O,inactive,Liver
CC=1CCCC(C)(C)C=1/C=CC(\C)=C\C=C\C(\C)=C\COC(C)=O,agonist,Liver
C=CCCC(=O)O,inactive,Liver
NC=O,inactive,Liver
CCCCCCCCCO,inactive,Liver
FC(F)(F)S(=O)(=O)OC,inactive,Liver
[Na+].C/C([O-])=C1/C(=O)C=C(C)OC1=O,inactive,Liver
COC(=O)CC1CCC(=O)C1CCCCC,agonist,Liver
O=C(C)OCC(CCCC)CC,inactive,Liver
Nc1ccncc1N,inactive,Liver
S=C2SC=C(N2/N=C/c1ccc(C)cc1)c3ccccc3,inactive,Liver
O=C(CC)OCCCCCC,inactive,Liver
CCN1CCOCC1,inactive,Liver
F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCC)c1,inactive,Liver
O=C(OCC(C)(C)COC(=O)C(=C)C)C(=C)C,inactive,Liver
Ic2cc(CC(c1ccccc1)C(=O)O)cc(I)c2O,inactive,Liver
[Na+].O=S([O-])(=O)c1ccccc1C=O,inactive,Liver
ClC(Cl)C(C)=O,agonist,Liver
Clc5ccc6CCc1ccccc1N(CCCN2CCC4(CC2)C(=O)NC3CCCCN34)c6c5,antagonist,Liver
BrCC#N,inactive,Liver
COc2ccc1c(CCCC1=O)c2,inactive,Liver
CC(=O)NNc1ccccc1,inactive,Liver
CC(=CCC)C=O,inactive,Liver
O=C(NCCN(CC)CC)c1ccc(Cl)cc1OCC=C,inactive,Liver
O=CC1CC=C(CCCC(C)(C)O)CC1,inactive,Liver
O=C(Cl)c1cc(cc(c1)C(Cl)=O)C(Cl)=O,antagonist,Liver
C/[N+](C)=C1/C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C.[O-]C(=O)C(=O)O,antagonist,Liver
Cl.CCN(CC)CCOC(=O)C(c1ccccc1)c2ccccc2,inactive,Liver
Brc4c5Oc1c(Br)c(O)c(Br)cc1C3(OC(=O)c2c3c(Cl)c(Cl)c(Cl)c2Cl)c5cc(Br)c4O,antagonist,Liver
Oc1ccc(cc1)[C@@H](CC)[C@@H](CC)c2ccc(O)cc2,antagonist,Liver
CCCCCCCCCCCCCCCCCCO,inactive,Liver
CC(C)(C)c1cccc(C)c1O,agonist,Liver
CC(C)(C)C(C)=O,inactive,Liver
C=CC(C)=CC\C=C(\C)C,inactive,Liver
O=C2Nc1ccccc1N2C3CCN(CC3)CC5(C)OCc6ccccc6n4cccc45,antagonist,Liver
CNC(=O)Oc1cccc2CC(C)(C)Oc12,inactive,Liver
Clc3ccc(CC(O)(c1ccc(C)cc1)c2ccc(OCCN(CC)CC)cc2)cc3,antagonist,Liver
Clc1cc(N)c(Cl)cc1c2cc(Cl)c(N)cc2Cl,antagonist,Liver
Cl.Cl.NC3=Nc2ccc(C)c(Sc1ccncc1)c2C(=O)N3,antagonist,Liver
CC1=CNC(=O)NC1=O,agonist,Liver
Cl.Cl.Fc1ccc(cc1)C(c2ccc(F)cc2)N3CCN(CC3)Cc4ccc(OC)c(OC)c4OC,antagonist,Liver
Nc1cc(Cl)c(Cl)cc1,inactive,Liver
O=C(O)/C=C/C(=O)O.O=C(CCC2CCN(Cc1ccccc1)CC2)c3ccc4CCCCNc4c3,agonist,Liver
[Na+].O=S([O-])(=O)OCC(CCCC)CC,inactive,Liver
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(C)CC,inactive,Liver
[Cl-].CC/[N+](CC)=C1/C=C/C(C=C1)=C(\c3ccc(NCC)c2ccccc23)c4ccc(cc4)N(CC)CC,antagonist,Liver
CC\C=C/CCCCO,antagonist,Liver
NP(=S)(OC)OC,inactive,Liver
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCC)c1,antagonist,Liver
c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,inactive,Liver
CC(C)CC(=O)C2C(=O)c1ccccc1C2=O,inactive,Liver
C[C@@]12CC[C@@H](C1)C(C)(C)[C@@H]2O,inactive,Liver
C\C(=N\OC(=O)NC)SC,agonist,Liver
Oc1ccc2ccccc2c1,agonist,Liver
CC(C)(CC)C(=O)OC2=C(C(=O)OC12CCCCC1)c3cc(Cl)cc(Cl)c3,antagonist,Liver
O=C4CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(CC)[C@H]2C=C[C@@]1(O)C#C)=C4,inactive,Liver
O=C(Oc1ccc(cc1)C(\CC)=C(/CC)c2ccc(OC(=O)CC)cc2)CC,inactive,Liver
CC1CC(=O)CC(C)(C)C1,inactive,Liver
O=C(O)c1ccccc1O.Oc1cccc2cccnc12,inactive,Liver
COC(=O)/C=C\C(=O)OC,agonist,Liver
C\C(C)=C\CCC(\C)=C/COC(C)=O,inactive,Liver
CC(C)(CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23,antagonist,Liver
O=C(OCC/C=C\CC)c1ccccc1,agonist,Liver
O=C(Oc1ccccc1)c2ccc(O)cc2,agonist,Liver
[I-].CCCC[n+]1ccccc1,agonist,Liver
Oc1ccc(cc1)c2ccccc2,agonist,Liver
Cc1cc(C)cc(c1)[N+](=O)[O-],antagonist,Liver
Clc1ccc(cc1Cl)C(=O)NC(CCC(=O)O)C(=O)N(CCCCC)CCCOC,agonist,Liver
C/C(C)=C\CCC(\C)=C\C\C=C(/C)C=C,inactive,Liver
O[C@H](COc1nsnc1N2CCOCC2)CNC(C)(C)C.O=C(O)/C=C\C(=O)O,inactive,Liver
OC1(CCCCC1)C(CN(C)C)c2ccc(OC)cc2,inactive,Liver
O=C(OCC#C)[C@@H](C)Oc1ccc(cc1)Oc2ncc(Cl)cc2F,inactive,Liver
O=Cc2c1ccccc1c(Cl)c3ccccc23,inactive,Liver
[I-].Cc1[n+](C)ccn1CCC,antagonist,Liver
Nc2nc(N)nc(NC1CC1)n2,agonist,Liver
CCCCCC(CCC)CO,inactive,Liver
O=C(\C=C/C(=O)OCC(CC)CCCC)OCC(CCCC)CC,antagonist,Liver
Cl.O[C@@H](c2cc(nc1c2cccc1C(F)(F)F)C(F)(F)F)[C@H]3CCCCN3,antagonist,Liver
Nc2ncnc(Nc1ccccc1)n2,inactive,Liver
CC(C)(\C=N\OC(=O)NC)SC,inactive,Liver
[Cl-].CC(C)[N+](C)(C)CC(O)COc2cccc1ccccc12,antagonist,Liver
C=Cc1ccc(C=C)cc1,inactive,Liver
CC(C)(C)NC(N)=O,inactive,Liver
[NH4+].[S-]C#N,inactive,Liver
O=[N+]([O-])c1ccc(/C=N/NC(N)=O)o1,inactive,Liver
Oc1ccc(C)c(NCC)c1,inactive,Liver
CCCCSP(=O)(SCCCC)SCCCC,antagonist,Liver
Cl.CCN(CC)CCOC(=O)c1ccc(OCCC)c(N)c1,inactive,Liver
CCN1CCN(CC1)c3cc(c2ccc(F)cc2)c4CCCCCCc4n3,agonist,Liver
Oc1ccc(cc1OC)/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2,antagonist,Liver
O=C2C[C@@H](OC(=O)[C@H]1[C@H](/C=C(\C)C)C1(C)C)C(C)=C2CC#C,inactive,Liver
Clc1ccc(Cl)nc1C(=O)O,inactive,Liver
Cl.CCOc1ccc(cc1OCC)Cc3nccc2cc(OCC)c(cc23)OCC,antagonist,Liver
OCCOCCSCCCCCCCCCCCC,inactive,Liver
CCSCCCl,inactive,Liver
C=CC(=O)NC(C)(C)CC(=O)C,inactive,Liver
Cl.CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,inactive,Liver
[Cl-].Cc1ccc[n+](CCCC)c1,inactive,Liver
N#Cc1ccc(Cl)cc1,inactive,Liver
Cc1c(onc1C)N(C(C)=O)S(=O)(=O)c2ccc(N)cc2,inactive,Liver
CC(C)(C)N2N=CC(SCc1ccc(cc1)C(C)(C)C)=C(Cl)C2=O,antagonist,Liver
COc1cc2c(cc1OC)NC(=O)NC2=O,inactive,Liver
Nc1ccc(cc1)Oc2ccc(N)c(N)c2,antagonist,Liver
O=C(NN)c1cccc(c1)C(=O)NN,inactive,Liver
COc1cc(Cl)c(cc1Cl)OC,inactive,Liver
[O-][N+](=O)c1cccc(c1)C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OCCc3ccc(cc3)N4CCN(CC4)C(c5ccccc5)c6ccccc6,inactive,Liver
OC(=O)c1ccc(N)cc1,inactive,Liver
CSc1nc(NC(C)C)nc(NC(C)C)n1,agonist,Liver
Nc1ccc(cc1)Sc2ccc(N)cc2,inactive,Liver
CCN(C(=O)C=CC)c1ccccc1C,inactive,Liver
c1cccc2oc3ccccc3c12,agonist,Liver
Cl.OCC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4,antagonist,Liver
OC(=O)[C@@H]1CCCN1C(=O)[C@H](C)CS,inactive,Liver
[Cl-].CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,antagonist,Liver
CC(C)O[Ti](OCCN(CCO)CCO)(OC(C)C)OCCN(CCO)CCO,inactive,Liver
CCCCNCCCC,inactive,Liver
O=C1N(Cl)C(=O)N(Cl)C1(C)C,inactive,Liver
CC(=O)[C@@]3(O)CC[C@H]2[C@@H]4C[C@H](C)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C,antagonist,Liver
C\C=C4\C(=O)C[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CCC1=CC(=O)CC[C@@]12C,antagonist,Liver
[Na+].O=[N+]([O-])c1ccc(cc1)[C@@H](O)[C@@H](COC(=O)CCC([O-])=O)NC(=O)C(Cl)Cl,agonist,Liver
[Na+].ClC(Cl)C([O-])=O,inactive,Liver
O=C(NCN1CCOCC1)c2cnccn2,inactive,Liver
NC1=NC(=O)C(O1)c2ccccc2,inactive,Liver
CC(C)(C)C(=O)OC,inactive,Liver
CC(C)NC(=O)C=C,inactive,Liver
Oc1c4OC(=O)c2cc(O)c(O)c3OC(=O)c(cc1O)c4c23,agonist,Liver
OCC(=O)[C@H]4[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C,antagonist,Liver
C=C[Si](OC)(OC)OC,inactive,Liver
Cl.NC(=O)C=3C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@@](C)(O)[C@H]2[C@H](O)[C@H]4[C@@H](C=3O)N(C)C,inactive,Liver
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,agonist,Liver
Clc2ccc(Oc1ccc(F)cc1CNC)cc2Cl,antagonist,Liver
O=C(O)COc1ccc(cc1C)SCc2sc(nc2C)c3cc(F)c(cc3)C(F)(F)F,inactive,Liver
CC1=CCC(CC1)C(C)=C,inactive,Liver
C=C(C)c1ccccc1,inactive,Liver
Nc1ccccc1S(=O)(=O)c2ccccc2,inactive,Liver
O=C(O)c1ccccc1OCCCCCC,inactive,Liver
NC2=Nc1c(ncn1COCCO)C(=O)N2,inactive,Liver
OCC(=O)[C@@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@]1(F)[C@@]3(C)CCC(=O)C=C3CC[C@H]12,antagonist,Liver
Clc1c(C)ccc(Cl)c1N,antagonist,Liver
S=C1N=C(N)NN1,inactive,Liver
[Na+].[Na+].O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)C(c1ccccc1)C([O-])=O)[C@H]3SC2(C)C,inactive,Liver
CC(C)CC(=O)CC(C)C,inactive,Liver
CC(C)c1ccc(CC(C)C=O)cc1,inactive,Liver
Cc1ccccc1[N+](=O)[O-],antagonist,Liver
CC(=O)C(=O)CC(C)C,inactive,Liver
CC(C)NC(C)C,inactive,Liver
OCC(=O)[C@@]4(O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(Cl)[C@H]3CCC1=CC(=O)C=C[C@@]12C,antagonist,Liver
Cl.CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1C(O)CO,inactive,Liver
O=CO.NCCO,inactive,Liver
CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,inactive,Liver
CS(=O)(=O)O.O=C(O)C2=CN(c1nc(c(F)cc1C2=O)N3C[C@H]4[C@H](N)[C@H]4C3)c5ccc(F)cc5F,antagonist,Liver
O=C(N[C@H]2CN1CCC2CC1)c3cc4ccoc4cn3,agonist,Liver
NC(=O)C3(CCCNC(C)C)c1ccccc1c2ccccc23,inactive,Liver
OC(=O)c1ccc(C#N)cc1,inactive,Liver
Oc1c(Cl)c(C)nc(C)c1Cl,inactive,Liver
ClS(=O)(=O)CCCCCCCCCCCC,inactive,Liver
CCC(CCCC)CN,inactive,Liver
O=C(NC1CCCCC1C)Nc2ccccc2,inactive,Liver
CN(C)C(Cc1ccccc1)(CC)C(=O)c2ccc(cc2)N3CCOCC3,inactive,Liver
O=C(O)c2cc(O)c1ccccc1c2O,antagonist,Liver
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,inactive,Liver
FC(F)(F)c1ccccc1n2ccnc2,inactive,Liver
CN(C)CCCCCCCCCCCCCCCCCC,inactive,Liver
OC(=O)c1cccc(Cl)n1,agonist,Liver
COc1ccc(cc1)C3=COc2cc(O)ccc2C3=O,inactive,Liver
C/C(C)=C\CCC(\C)=C\CCC(=C)C=C,inactive,Liver
Clc1ccnc(Cl)n1,inactive,Liver
O=Cc1ccco1,agonist,Liver
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,antagonist,Liver
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc2ccccc2,inactive,Liver
CCC(=O)C=CC,inactive,Liver
Brc1cc(cc(Br)c1O)C#N,inactive,Liver
O=C4CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(CC)[C@H]2CC[C@@]1(O)C#C)=C4,antagonist,Liver
Cl.NCCS,inactive,Liver
Nc1ccccc1C(=O)OC,inactive,Liver
O=C1CC[C@]6(O1)[C@H]2C[C@H]2[C@H]5[C@@H]7[C@H]3C[C@H]3C4=CC(=O)CC[C@]4(C)[C@H]7CC[C@@]56C,inactive,Liver
CN(C)CCOCCO,inactive,Liver
O=C(NCCCl)N(CCCl)N=O,agonist,Liver
O=C(CCC)OC(C)C(=O)OCCCC,inactive,Liver
Clc1c(Cl)c(nc(Cl)c1Cl)C(Cl)(Cl)Cl,antagonist,Liver
Cl.CN(C)CC(C)(OC(=O)c1ccccc1)CC,inactive,Liver
O=C(CCCCCCCCc1cccnc1)N4CCC(\C=C(/c2ccccc2)c3ccccc3)CC4,antagonist,Liver
